Country,Year,population
Marshall Islands,1955,13899
Martinique,1955,245679
Mauritania,1955,746804
Mauritius,1955,570645
Mayotte,1955,18984
Mexico,1955,32605178
"Micronesia, Fed. Sts.",1955,37896
Moldova,1955,2627007
Monaco,1955,19658
Mongolia,1955,855101
Montenegro,1955,443796
Montserrat,1955,14297
Morocco,1955,10502663
Mozambique,1955,6832115
Myanmar,1955,19282172
Namibia,1955,537519
Nauru,1955,3621
Nepal,1955,9290174
Netherlands,1955,10680632
Netherlands Antilles,1955,122794
New Caledonia,1955,67750
New Zealand,1955,2136e3
Ngorno-Karabakh,1955,NA
Nicaragua,1955,1508020
Niger,1955,2959896
Nigeria,1955,41122333
Niue,1955,4691
Norfolk Island,1955,1714
Northern Cyprus,1955,NA
Northern Mariana Islands,1955,8026
Norway,1955,3429431
Oman,1955,495824
Pakistan,1955,40427072
Palau,1955,8259
Panama,1955,981032
Papua New Guinea,1955,1821496
Paraguay,1955,1673007
Peru,1955,8786753
Philippines,1955,22179103
Pitcairn,1955,142
Poland,1955,27269745
Portugal,1955,8661418
Puerto Rico,1955,2247415
Qatar,1955,35835
Reunion,1955,291658
Romania,1955,17483911
Russia,1955,111355224
Rwanda,1955,2525524
St. Barthélemy,1955,2207
St. Helena,1955,4946
St. Kitts and Nevis,1955,48494
St. Lucia,1955,86655
St. Martin,1955,18204
St. Vincent and the Grenadines,1955,73528
St.-Pierre-et-Miquelon,1955,4726
Samoa,1955,94209
San Marino,1955,13767
Sao Tome and Principe,1955,58782
Saudi Arabia,1955,3558164
Senegal,1955,2781955
Serbia,1955,7234916
Serbia and Montenegro,1955,7564043
Serbia excluding Kosovo,1955,6026308
Seychelles,1955,38904
Sierra Leone,1955,2051845
Singapore,1955,1305731
Slovak Republic,1955,3812696
Slovenia,1955,1527205
Solomon Islands,1955,102027
Somalia,1955,2491530
Somaliland,1955,NA
South Africa,1955,15384557
South Ossetia,1955,NA
Spain,1955,29100396
Sri Lanka,1955,8832541
Sudan,1955,6542583
Suriname,1955,250094
Svalbard,1955,1617
Swaziland,1955,307249
Sweden,1955,7259579
Switzerland,1955,4970810
Syria,1955,3921864
Taiwan,1955,9490333
Tajikistan,1955,1774504
Tanzania,1955,8740984
Thailand,1955,23711041
Timor-Leste,1955,461257
Togo,1955,1473839
Tokelau,1955,1610
Tonga,1955,55324
Transnistria,1955,NA
Trinidad and Tobago,1955,740036
Tunisia,1955,3943533
Turkey,1955,24253200
Turkmenistan,1955,1355501
Turks and Caicos Islands,1955,5198
Tuvalu,1955,5562
Uganda,1955,5898834
Ukraine,1955,40019446
United Arab Emirates,1955,79566
United Kingdom,1955,51113711
United States,1955,170796378
Uruguay,1955,2372567
USSR,1955,195628838
Uzbekistan,1955,7768581
Wallis et Futuna,1955,7795
Vanuatu,1955,54924
Venezuela,1955,6758372
West Bank and Gaza,1955,987790
West Germany,1955,52376876
Western Sahara,1955,21149
Vietnam,1955,28147785
Virgin Islands (U.S.),1955,29362
North Yemen (former),1955,4412425
South Yemen (former),1955,1366163
Yemen,1955,4767589
Yugoslavia,1955,17340801
Zambia,1955,2643906
Zimbabwe,1955,3203735
Åland,1955,21333
South Sudan,1955,2720852
Curaçao,1955,116918
Sint Maarten (Dutch part),1955,2110
St. Martin (French part),1955,NA
Antarctica,1955,NA
Bouvet Island,1955,NA
British Indian Ocean Territory,1955,NA
Clipperton,1955,NA
French Southern and Antarctic Lands,1955,NA
Gaza Strip,1955,NA
Heard and McDonald Islands,1955,NA
Northern Marianas,1955,NA
South Georgia and the South Sandwich Islands,1955,NA
US Minor Outlying Islands,1955,NA
Virgin Islands,1955,NA
West Bank,1955,NA
Abkhazia,1956,NA
Afghanistan,1956,8398309
Akrotiri and Dhekelia,1956,11121
Albania,1956,1459089
Algeria,1956,10065829
American Samoa,1956,19647
Andorra,1956,9987
Angola,1956,4900594
Anguilla,1956,5743
Antigua and Barbuda,1956,53062
Argentina,1956,19274526
Armenia,1956,1619242
Aruba,1956,45933
Australia,1956,9420602
Austria,1956,6963298
Azerbaijan,1956,3431597
Bahamas,1956,91893
Bahrain,1956,139332
Bangladesh,1956,43170261
Barbados,1956,228349
Belarus,1956,7865540
Belgium,1956,8922069
Belize,1956,82140
Benin,1956,2323131
Bermuda,1956,41569
Bhutan,1956,204748
Bolivia,1956,3426999
Bosnia and Herzegovina,1956,2987354
Botswana,1956,480016
Brazil,1956,64506874
British Virgin Islands,1956,7730
Brunei,1956,66859
Bulgaria,1956,7604251
Burkina Faso,1956,4574942
Burundi,1956,2578393
Cambodia,1956,5176326
Cameroon,1956,4962726
Canada,1956,16177451
Cape Verde,1956,197702
Cayman Islands,1956,6918
Central African Republic,1956,1417218
Chad,1956,2786844
Channel Islands,1956,106271
Chile,1956,7020125
China,1956,607167524
Christmas Island,1956,722
Cocos Island,1956,351
Colombia,1956,14641718
Comoros,1956,176265
"Congo, Dem. Rep.",1956,13830444
"Congo, Rep.",1956,919735
Cook Is,1956,16739
Costa Rica,1956,1158318
Cote d'Ivoire,1956,3063218
Croatia,1956,4064774
Cuba,1956,6652086
Cyprus,1956,539566
Czech Republic,1956,9410282
Czechoslovakia,1956,13226585
Denmark,1956,4467279
Djibouti,1956,71498
Dominica,1956,55545
Dominican Republic,1956,2876431
East Germany,1956,17984945
Ecuador,1956,4066240
Egypt,1956,24295746
El Salvador,1956,2487582
Equatorial Guinea,1956,239826
Eritrea,1956,1286171
Eritrea and Ethiopia,1956,23920946
Estonia,1956,1170105
Ethiopia,1956,20347793
Faeroe Islands,1956,32233
Falkland Is (Malvinas),1956,2191
Fiji,1956,345746
Finland,1956,4279108
France,1956,43946534
French Guiana,1956,29030
French Polynesia,1956,70433
Gabon,1956,484780
Gambia,1956,316906
Georgia,1956,3903647
Germany,1956,71623569
Ghana,1956,5863686
Gibraltar,1956,21073
Greece,1956,8016443
Greenland,1956,26728
Grenada,1956,82797
Guadeloupe,1956,243886
Guam,1956,63256
Guatemala,1956,3711995
Guernsey,1956,46279
Guinea,1956,3363711
Guinea-Bissau,1956,583648
Guyana,1956,500809
Haiti,1956,3579723
Holy See,1956,910
Honduras,1956,1769834
"Hong Kong, China",1956,2603777
Hungary,1956,9876547
Iceland,1956,161136
India,1956,416771502
Indonesia,1956,79226787
Iran,1956,19782699
Iraq,1956,6646641
Ireland,1956,2881612
Isle of Man,1956,51374
Israel,1956,1796009
Italy,1956,48614865
Jamaica,1956,1560858
Japan,1956,89262489
Jersey,1956,60418
Jordan,1956,689705
Kazakhstan,1956,8370674
Kenya,1956,7186212
Kiribati,1956,37454
North Korea,1956,10285936
South Korea,1956,21897911
United Korea (former),1956,31187054
Kosovo,1956,1288279
Kuwait,1956,200988
Kyrgyz Republic,1956,1946540
Lao,1956,1934235
Latvia,1956,2035996
Lebanon,1956,1584034
Lesotho,1956,799377
Liberia,1956,1030070
Libya,1956,1266813
Liechtenstein,1956,15115
Lithuania,1956,2652489
Luxembourg,1956,306943
"Macao, China",1956,177041
"Macedonia, FYR",1956,1412614
Madagascar,1956,4646714
Malawi,1956,3320222
Malaysia,1956,7225624
Maldives,1956,81513
Mali,1956,5032124
Malta,1956,314037
Marshall Islands,1956,13994
Martinique,1956,252652
Mauritania,1956,767166
Mauritius,1956,587949
Mayotte,1956,19898
Mexico,1956,33647986
"Micronesia, Fed. Sts.",1956,39092
Moldova,1956,2700796
Monaco,1956,20184
Mongolia,1956,872162
Montenegro,1956,453322
Montserrat,1956,13902
Morocco,1956,10852482
Mozambique,1956,6952955
Myanmar,1956,19690046
Namibia,1956,549482
Nauru,1956,3760
Nepal,1956,9442123
Netherlands,1956,10822018
Netherlands Antilles,1956,125123
New Caledonia,1956,69458
New Zealand,1956,2182943
Ngorno-Karabakh,1956,NA
Nicaragua,1956,1558473
Niger,1956,3042231
Nigeria,1956,41874186
Niue,1956,4702
Norfolk Island,1956,1719
Northern Cyprus,1956,NA
Northern Mariana Islands,1956,8427
Norway,1956,3460640
Oman,1956,505889
Pakistan,1956,41202729
Palau,1956,8525
Panama,1956,1008979
Papua New Guinea,1956,1847534
Paraguay,1956,1716105
Peru,1956,9021960
Philippines,1956,22958357
Pitcairn,1956,143
Poland,1956,27787997
Portugal,1956,8719914
Puerto Rico,1956,2262416
Qatar,1956,37581
Reunion,1956,299572
Romania,1956,17726584
Russia,1956,113152347
Rwanda,1956,2607945
St. Barthélemy,1956,2202
St. Helena,1956,4909
St. Kitts and Nevis,1956,49253
St. Lucia,1956,87178
St. Martin,1956,18369
St. Vincent and the Grenadines,1956,75081
St.-Pierre-et-Miquelon,1956,4763
Samoa,1956,96801
San Marino,1956,14044
Sao Tome and Principe,1956,59744
Saudi Arabia,1956,3653563
Senegal,1956,2854549
Serbia,1956,7308931
Serbia and Montenegro,1956,7645013
Serbia excluding Kosovo,1956,6089715
Seychelles,1956,39332
Sierra Leone,1956,2076362
Singapore,1956,1373121
Slovak Republic,1956,3883977
Slovenia,1956,1539786
Solomon Islands,1956,104962
Somalia,1956,2541067
Somaliland,1956,NA
South Africa,1956,15759812
South Ossetia,1956,NA
Spain,1956,29343602
Sri Lanka,1956,9024911
Sudan,1956,6723968
Suriname,1956,257485
Svalbard,1956,1654
Swaziland,1956,315361
Sweden,1956,7301708
Switzerland,1956,5026664
Syria,1956,4044390
Taiwan,1956,9825e3
Tajikistan,1956,1825437
Tanzania,1956,8987966
Thailand,1956,24389520
Timor-Leste,1956,468089
Togo,1956,1490731
Tokelau,1956,1666
Tonga,1956,56366
Transnistria,1956,NA
Trinidad and Tobago,1956,763355
Tunisia,1956,3988481
Turkey,1956,24898170
Turkmenistan,1956,1397172
Turks and Caicos Islands,1956,5318
Tuvalu,1956,5658
Uganda,1956,6055517
Ukraine,1956,40556528
United Arab Emirates,1956,81515
United Kingdom,1956,51315724
United States,1956,173877321
Uruguay,1956,2404500
USSR,1956,199106478
Uzbekistan,1956,7947735
Wallis et Futuna,1956,7965
Vanuatu,1956,56564
Venezuela,1956,7019406
West Bank and Gaza,1956,1004360
West Germany,1956,52868929
Western Sahara,1956,22798
Vietnam,1956,28973873
Virgin Islands (U.S.),1956,29498
North Yemen (former),1956,4442148
South Yemen (former),1956,1375366
Yemen,1956,4843974
Yugoslavia,1956,17510157
Zambia,1956,2718118
Zimbabwe,1956,3305403
Åland,1956,21262
South Sudan,1956,2760933
Curaçao,1956,119280
Sint Maarten (Dutch part),1956,2211
St. Martin (French part),1956,NA
Antarctica,1956,NA
Bouvet Island,1956,NA
British Indian Ocean Territory,1956,NA
Clipperton,1956,NA
French Southern and Antarctic Lands,1956,NA
Gaza Strip,1956,NA
Heard and McDonald Islands,1956,NA
Northern Marianas,1956,NA
South Georgia and the South Sandwich Islands,1956,NA
US Minor Outlying Islands,1956,NA
Virgin Islands,1956,NA
West Bank,1956,NA
Abkhazia,1957,NA
Afghanistan,1957,8534913
Akrotiri and Dhekelia,1957,11200
Albania,1957,1500152
Algeria,1957,10316288
American Samoa,1957,19597
Andorra,1957,10781
Angola,1957,4992439
Anguilla,1957,5777
Antigua and Barbuda,1957,53411
Argentina,1957,19614848
Armenia,1957,1677837
Aruba,1957,48242
Australia,1957,9637408
Austria,1957,6981105
Azerbaijan,1957,3539858
Bahamas,1957,95604
Bahrain,1957,145185
Bangladesh,1957,44315145
Barbados,1957,229214
Belarus,1957,7938612
Belgium,1957,8974221
Belize,1957,84503
Benin,1957,2345782
Bermuda,1957,42393
Bhutan,1957,209449
Bolivia,1957,3490685
Bosnia and Herzegovina,1957,3042428
Botswana,1957,490433
Brazil,1957,66400362
British Virgin Islands,1957,7785
Brunei,1957,70465
Bulgaria,1957,7668139
Burkina Faso,1957,4635954
Burundi,1957,2627880
Cambodia,1957,5307886
Cameroon,1957,5055386
Canada,1957,16624767
Cape Verde,1957,197933
Cayman Islands,1957,7178
Central African Republic,1957,1436392
Chad,1957,2838612
Channel Islands,1957,106967
Chile,1957,7182786
China,1957,615992182
Christmas Island,1957,743
Cocos Island,1957,356
Colombia,1957,15075304
Comoros,1957,179386
"Congo, Dem. Rep.",1957,14161242
"Congo, Rep.",1957,941590
Cook Is,1957,17156
Costa Rica,1957,1198946
Cote d'Ivoire,1957,3153472
Croatia,1957,4098126
Cuba,1957,6764787
Cyprus,1957,549459
Czech Republic,1957,9457027
Czechoslovakia,1957,13353862
Denmark,1957,4494306
Djibouti,1957,73703
Dominica,1957,56631
Dominican Republic,1957,2975809
East Germany,1957,17918620
Ecuador,1957,4179314
Egypt,1957,24959391
El Salvador,1957,2549823
Equatorial Guinea,1957,242509
Eritrea,1957,1314633
Eritrea and Ethiopia,1957,24363763
Estonia,1957,1181025
Ethiopia,1957,20764427
Faeroe Islands,1957,32715
Falkland Is (Malvinas),1957,2180
Fiji,1957,356817
Finland,1957,4320250
France,1957,44376073
French Guiana,1957,29621
French Polynesia,1957,72063
Gabon,1957,487537
Gambia,1957,330603
Georgia,1957,3967337
Germany,1957,71955005
Ghana,1957,6052159
Gibraltar,1957,21127
Greece,1957,8097202
Greenland,1957,27734
Grenada,1957,84647
Guadeloupe,1957,252057
Guam,1957,63925
Guatemala,1957,3811577
Guernsey,1957,46408
Guinea,1957,3414094
Guinea-Bissau,1957,592124
Guyana,1957,516218
Haiti,1957,3647806
Holy See,1957,912
Honduras,1957,1824081
"Hong Kong, China",1957,2713176
Hungary,1957,9914136
Iceland,1957,164721
India,1957,424541513
Indonesia,1957,81230749
Iran,1957,20288440
Iraq,1957,6795399
Ireland,1957,2862366
Isle of Man,1957,50379
Israel,1957,1868581
Italy,1957,48868412
Jamaica,1957,1577372
Japan,1957,90084818
Jersey,1957,61002
Jordan,1957,739263
Kazakhstan,1957,8764961
Kenya,1957,7401422
Kiribati,1957,38348
North Korea,1957,10547389
South Korea,1957,22681233
United Korea (former),1957,32050319
Kosovo,1957,1299419
Kuwait,1957,208907
Kyrgyz Republic,1957,1994697
Lao,1957,1979060
Latvia,1957,2058457
Lebanon,1957,1637126
Lesotho,1957,811453
Liberia,1957,1051225
Libya,1957,1304045
Liechtenstein,1957,15429
Lithuania,1957,2677885
Luxembourg,1957,308562
"Macao, China",1957,173329
"Macedonia, FYR",1957,1432014
Madagascar,1957,4753685
Malawi,1957,3390798
Malaysia,1957,7442649
Maldives,1957,83423
Mali,1957,5089507
Malta,1957,314063
Marshall Islands,1957,14087
Martinique,1957,259881
Mauritania,1957,788504
Mauritius,1957,605482
Mayotte,1957,20843
Mexico,1957,34726719
"Micronesia, Fed. Sts.",1957,40372
Moldova,1957,2776552
Monaco,1957,20785
Mongolia,1957,890279
Montenegro,1957,461811
Montserrat,1957,13421
Morocco,1957,11210889
Mozambique,1957,7079363
Myanmar,1957,20117611
Namibia,1957,561936
Nauru,1957,3901
Nepal,1957,9594192
Netherlands,1957,10966358
Netherlands Antilles,1957,127514
New Caledonia,1957,71364
New Zealand,1957,2229176
Ngorno-Karabakh,1957,NA
Nicaragua,1957,1610819
Niger,1957,3126010
Nigeria,1957,42656058
Niue,1957,4722
Norfolk Island,1957,1724
Northern Cyprus,1957,NA
Northern Mariana Islands,1957,8864
Norway,1957,3491657
Oman,1957,516473
Pakistan,1957,42039623
Palau,1957,8802
Panama,1957,1038120
Papua New Guinea,1957,1875027
Paraguay,1957,1760584
Peru,1957,9266078
Philippines,1957,23754592
Pitcairn,1957,144
Poland,1957,28297669
Portugal,1957,8770221
Puerto Rico,1957,2278956
Qatar,1957,39402
Reunion,1957,307978
Romania,1957,17968397
Russia,1957,114909562
Rwanda,1957,2693819
St. Barthélemy,1957,2196
St. Helena,1957,4870
St. Kitts and Nevis,1957,49955
St. Lucia,1957,87722
St. Martin,1957,18536
St. Vincent and the Grenadines,1957,76642
St.-Pierre-et-Miquelon,1957,4803
Samoa,1957,99503
San Marino,1957,14345
Sao Tome and Principe,1957,60990
Saudi Arabia,1957,3751876
Senegal,1957,2930627
Serbia,1957,7376692
Serbia and Montenegro,1957,7712919
Serbia excluding Kosovo,1957,6142373
Seychelles,1957,39769
Sierra Leone,1957,2101568
Singapore,1957,1441052
Slovak Republic,1957,3952080
Slovenia,1957,1552255
Solomon Islands,1957,108015
Somalia,1957,2592278
Somaliland,1957,NA
South Africa,1957,16146410
South Ossetia,1957,NA
Spain,1957,29596934
Sri Lanka,1957,9229560
Sudan,1957,6912742
Suriname,1957,265273
Svalbard,1957,1691
Swaziland,1957,323740
Sweden,1957,7344466
Switzerland,1957,5082993
Syria,1957,4173185
Taiwan,1957,10163e3
Tajikistan,1957,1878098
Tanzania,1957,9244340
Thailand,1957,25096792
Timor-Leste,1957,475350
Togo,1957,1512025
Tokelau,1957,1723
Tonga,1957,57386
Transnistria,1957,NA
Trinidad and Tobago,1957,786438
Tunisia,1957,4031786
Turkey,1957,25552398
Turkmenistan,1957,1441843
Turks and Caicos Islands,1957,5442
Tuvalu,1957,5758
Uganda,1957,6220628
Ukraine,1957,41083978
United Arab Emirates,1957,82870
United Kingdom,1957,51543847
United States,1957,176995108
Uruguay,1957,2437498
USSR,1957,202635788
Uzbekistan,1957,8136364
Wallis et Futuna,1957,8119
Vanuatu,1957,58246
Venezuela,1957,7285974
West Bank and Gaza,1957,1018549
West Germany,1957,53365605
Western Sahara,1957,24837
Vietnam,1957,29844533
Virgin Islands (U.S.),1957,29650
North Yemen (former),1957,4472071
South Yemen (former),1957,1384630
Yemen,1957,4921929
Yugoslavia,1957,17654088
Zambia,1957,2795451
Zimbabwe,1957,3410611
Åland,1957,21191
South Sudan,1957,2804604
Curaçao,1957,121465
Sint Maarten (Dutch part),1957,2326
St. Martin (French part),1957,NA
Antarctica,1957,NA
Bouvet Island,1957,NA
British Indian Ocean Territory,1957,NA
Clipperton,1957,NA
French Southern and Antarctic Lands,1957,NA
Gaza Strip,1957,NA
Heard and McDonald Islands,1957,NA
Northern Marianas,1957,NA
South Georgia and the South Sandwich Islands,1957,NA
US Minor Outlying Islands,1957,NA
Virgin Islands,1957,NA
West Bank,1957,NA
Abkhazia,1958,NA
Afghanistan,1958,8679848
Akrotiri and Dhekelia,1958,11279
Albania,1958,1543224
Algeria,1958,10578453
American Samoa,1958,19606
Andorra,1958,11616
Angola,1958,5084166
Anguilla,1958,5805
Antigua and Barbuda,1958,53744
Argentina,1958,19951326
Armenia,1958,1738902
Aruba,1958,50499
Australia,1958,9859257
Austria,1958,7003575
Azerbaijan,1958,3653083
Bahamas,1958,99767
Bahrain,1958,151067
Bangladesh,1958,45547037
Barbados,1958,229826
Belarus,1958,8019377
Belgium,1958,9027679
Belize,1958,86956
Benin,1958,2371461
Bermuda,1958,43229
Bhutan,1958,214221
Bolivia,1958,3556361
Bosnia and Herzegovina,1958,3097882
Botswana,1958,501117
Brazil,1958,68351012
British Virgin Islands,1958,7852
Brunei,1958,74189
Bulgaria,1958,7733026
Burkina Faso,1958,4699342
Burundi,1958,2679765
Cambodia,1958,5441365
Cameroon,1958,5152307
Canada,1958,17067983
Cape Verde,1958,198541
Cayman Islands,1958,7432
Central African Republic,1958,1457118
Chad,1958,2891526
Channel Islands,1958,107712
Chile,1958,7349892
China,1958,625155626
Christmas Island,1958,764
Cocos Island,1958,361
Colombia,1958,15526391
Comoros,1958,182512
"Congo, Dem. Rep.",1958,14508911
"Congo, Rep.",1958,964461
Cook Is,1958,17584
Costa Rica,1958,1241550
Cote d'Ivoire,1958,3251367
Croatia,1958,4130493
Cuba,1958,6881209
Cyprus,1958,558895
Czech Republic,1958,9497307
Czechoslovakia,1958,13465676
Denmark,1958,4521598
Djibouti,1958,76354
Dominica,1958,57775
Dominican Republic,1958,3078629
East Germany,1958,17852540
Ecuador,1958,4296835
Egypt,1958,25644891
El Salvador,1958,2616276
Equatorial Guinea,1958,245617
Eritrea,1958,1344338
Eritrea and Ethiopia,1958,24822667
Estonia,1958,1192265
Ethiopia,1958,21200998
Faeroe Islands,1958,33236
Falkland Is (Malvinas),1958,2168
Fiji,1958,368320
Finland,1958,4358901
France,1958,44827950
French Guiana,1958,30300
French Polynesia,1958,73822
Gabon,1958,490867
Gambia,1958,344265
Georgia,1958,4030874
Germany,1958,72318498
Ghana,1958,6245642
Gibraltar,1958,21208
Greece,1958,8175140
Greenland,1958,28842
Grenada,1958,86495
Guadeloupe,1958,260232
Guam,1958,64698
Guatemala,1958,3913698
Guernsey,1958,46556
Guinea,1958,3466979
Guinea-Bissau,1958,600595
Guyana,1958,531605
Haiti,1958,3718286
Holy See,1958,911
Honduras,1958,1880356
"Hong Kong, China",1958,2823302
Hungary,1958,9945194
Iceland,1958,168318
India,1958,432601236
Indonesia,1958,83332054
Iran,1958,20811062
Iraq,1958,6951160
Ireland,1958,2843755
Isle of Man,1958,49507
Israel,1958,1939449
Italy,1958,49125959
Jamaica,1958,1593488
Japan,1958,90883290
Jersey,1958,61619
Jordan,1958,791658
Kazakhstan,1958,9169484
Kenya,1958,7626e3
Kiribati,1958,39276
North Korea,1958,10843979
South Korea,1958,23490027
United Korea (former),1958,33013152
Kosovo,1958,1311235
Kuwait,1958,220405
Kyrgyz Republic,1958,2047784
Lao,1958,2024907
Latvia,1958,2082127
Lebanon,1958,1691366
Lesotho,1958,824086
Liberia,1958,1073402
Libya,1958,1344561
Liechtenstein,1958,15767
Lithuania,1958,2705875
Luxembourg,1958,310260
"Macao, China",1958,170844
"Macedonia, FYR",1958,1451017
Madagascar,1958,4864631
Malawi,1958,3464050
Malaysia,1958,7669106
Maldives,1958,85437
Mali,1958,5147344
Malta,1958,313920
Marshall Islands,1958,14206
Martinique,1958,267208
Mauritania,1958,810796
Mauritius,1958,623275
Mayotte,1958,21832
Mexico,1958,35840645
"Micronesia, Fed. Sts.",1958,41725
Moldova,1958,2852995
Monaco,1958,21400
Mongolia,1958,909885
Montenegro,1958,469786
Montserrat,1958,12918
Morocco,1958,11576713
Mozambique,1958,7211446
Myanmar,1958,20562006
Namibia,1958,574907
Nauru,1958,4052
Nepal,1958,9747060
Netherlands,1958,11113776
Netherlands Antilles,1958,129941
New Caledonia,1958,73439
New Zealand,1958,2275392
Ngorno-Karabakh,1958,NA
Nicaragua,1958,1664607
Niger,1958,3212101
Nigeria,1958,43470429
Niue,1958,4750
Norfolk Island,1958,1729
Northern Cyprus,1958,NA
Northern Mariana Islands,1958,9307
Norway,1958,3522361
Oman,1958,527598
Pakistan,1958,42936961
Palau,1958,9084
